"","Id","Code","Name","Class","Standard Concept Caption","Valid Start Date","Valid End Date","RC","DRC","Domain","Vocabulary","Ancestors"
"","4095756","188244007","Malignant tumor of bladder neck","Clinical Finding","Standard","01/31/2002","12/31/2099","146","146","Condition","SNOMED",""
"","4092072","187791002","Malignant tumor of body of pancreas","Clinical Finding","Standard","01/31/2002","12/31/2099","149","149","Condition","SNOMED",""
"","4091481","188230001","Malignant tumor of body of penis","Clinical Finding","Standard","01/31/2002","12/31/2099","58","244","Condition","SNOMED",""
"","4095320","187742008","Malignant tumor of body of stomach","Clinical Finding","Standard","01/31/2002","12/31/2099","129","129","Condition","SNOMED",""
"","4181340","363396004","Malignant tumor of branchial cleft","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4112853","254837009","Malignant tumor of breast","Clinical Finding","Standard","01/31/2002","12/31/2099","4,382","175,441","Condition","SNOMED",""
"","443399","363493006","Malignant tumor of bronchus","Clinical Finding","Standard","01/31/2002","12/31/2099","0","4,442","Condition","SNOMED",""
"","4180786","363386008","Malignant tumor of buccal mucosa","Clinical Finding","Standard","01/31/2002","12/31/2099","211","211","Condition","SNOMED",""
"","4094856","187732006","Malignant tumor of cardia","Clinical Finding","Standard","01/31/2002","12/31/2099","365","624","Condition","SNOMED",""
"","443391","363350007","Malignant tumor of cecum","Clinical Finding","Standard","01/31/2002","12/31/2099","6,358","7,131","Condition","SNOMED",""
"","4094854","187722004","Malignant tumor of cervical part of esophagus","Clinical Finding","Standard","01/31/2002","12/31/2099","23","23","Condition","SNOMED",""
"","198984","363354003","Malignant tumor of cervix","Clinical Finding","Standard","01/31/2002","12/31/2099","7,769","8,184","Condition","SNOMED",""
"","4181479","363466008","Malignant tumor of choroid","Clinical Finding","Standard","01/31/2002","12/31/2099","393","393","Condition","SNOMED",""
"","4094254","188292007","Malignant tumor of choroid plexus","Clinical Finding","Standard","01/31/2002","12/31/2099","10","10","Condition","SNOMED",""
"","4095294","188263008","Malignant tumor of ciliary body","Clinical Finding","Standard","01/31/2002","12/31/2099","41","41","Condition","SNOMED",""
"","4177238","363491008","Malignant tumor of cloacogenic zone","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4180790","363406005","Malignant tumor of colon","Clinical Finding","Standard","01/31/2002","12/31/2099","42,853","56,006","Condition","SNOMED",""
"","4177100","363374005","Malignant tumor of commissure of lip","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4177231","363463000","Malignant tumor of conjunctiva","Clinical Finding","Standard","01/31/2002","12/31/2099","33","33","Condition","SNOMED",""
"","4181478","363464006","Malignant tumor of cornea","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4172846","276420005","Malignant tumor of corpus cavernosum","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4172845","276419004","Malignant tumor of corpus spongiosum","Clinical Finding","Standard","01/31/2002","12/31/2099","0","186","Condition","SNOMED",""
"","4095302","188307009","Malignant tumor of cranial nerve","Clinical Finding","Standard","01/31/2002","12/31/2099","9","26","Condition","SNOMED",""
"","4095305","188340000","Malignant tumor of craniopharyngeal duct","Clinical Finding","Standard","01/31/2002","12/31/2099","19","19","Condition","SNOMED",""
"","4114338","255096006","Malignant tumor of dermis","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","443382","363409003","Malignant tumor of descending colon","Clinical Finding","Standard","01/31/2002","12/31/2099","526","936","Condition","SNOMED",""
"","4116238","255077007","Malignant tumor of digestive organ","Clinical Finding","Standard","01/31/2002","12/31/2099","3,753","245,694","Condition","SNOMED",""
"","443386","363403002","Malignant tumor of duodenum","Clinical Finding","Standard","01/31/2002","12/31/2099","573","1,080","Condition","SNOMED",""
"","4116236","255073006","Malignant tumor of ear, nose and throat","Clinical Finding","Standard","01/31/2002","12/31/2099","0","13,638","Condition","SNOMED",""
"","4095164","188220005","Malignant tumor of ectopic testis","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4180797","363436001","Malignant tumor of endocardium","Clinical Finding","Standard","01/31/2002","12/31/2099","7","7","Condition","SNOMED",""
"","4112734","254611009","Malignant tumor of endocrine pancreas","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4116244","255093003","Malignant tumor of epidermal appendage","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4181355","363452003","Malignant tumor of epididymis","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4181343","363402007","Malignant tumor of esophagus","Clinical Finding","Standard","01/31/2002","12/31/2099","29,772","30,889","Condition","SNOMED",""
"","606309","1144764001","Malignant tumor of esophagus with NRG1 fusion","Clinical Finding","Standard","07/31/2021","12/31/2099","0","0","Condition","SNOMED",""
"","4116239","255078002","Malignant tumor of esophagus, stomach and duodenum","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4177109","363426009","Malignant tumor of ethmoid sinus","Clinical Finding","Standard","01/31/2002","12/31/2099","41","41","Condition","SNOMED",""
"","4089671","187834000","Malignant tumor of Eustachian tube","Clinical Finding","Standard","01/31/2002","12/31/2099","0","25","Condition","SNOMED",""
"","4111024","255088001","Malignant tumor of exocrine pancreas","Clinical Finding","Standard","01/31/2002","12/31/2099","0","755","Condition","SNOMED",""
"","4082011","277156006","Malignant tumor of external ear","Clinical Finding","Standard","01/31/2002","12/31/2099","340","658","Condition","SNOMED",""
"","4177105","363416002","Malignant tumor of extrahepatic bile duct","Clinical Finding","Standard","01/31/2002","12/31/2099","179","1,089","Condition","SNOMED",""
"","4338758","231829006","Malignant tumor of eyelid","Clinical Finding","Standard","01/31/2002","12/31/2099","78","385","Condition","SNOMED",""
"","4179095","363501002","Malignant tumor of face","Clinical Finding","Standard","01/31/2002","12/31/2099","0","5,588","Condition","SNOMED",""
"","4178969","363444001","Malignant tumor of fallopian tube","Clinical Finding","Standard","01/31/2002","12/31/2099","327","334","Condition","SNOMED",""
"","4177237","363488008","Malignant tumor of false cord","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4177244","363514001","Malignant tumor of female genital organ","Clinical Finding","Standard","01/31/2002","12/31/2099","710","42,550","Condition","SNOMED",""
"","4081041","276797002","Malignant tumor of fibrous tissue","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4177101","363385007","Malignant tumor of floor of mouth","Clinical Finding","Standard","01/31/2002","12/31/2099","693","788","Condition","SNOMED",""
"","4181353","363450006","Malignant tumor of foreskin","Clinical Finding","Standard","01/31/2002","12/31/2099","69","69","Condition","SNOMED",""
"","4093651","187641009","Malignant tumor of frenum linguae","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4118988","302815008","Malignant tumor of frenum of lip","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4090217","187614004","Malignant tumor of frenum of lower lip","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4093646","187608006","Malignant tumor of frenum of upper lip","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4181348","363427000","Malignant tumor of frontal sinus","Clinical Finding","Standard","01/31/2002","12/31/2099","18","18","Condition","SNOMED",""
"","4095319","187741001","Malignant tumor of fundus of stomach","Clinical Finding","Standard","01/31/2002","12/31/2099","83","83","Condition","SNOMED",""
"","4181327","363353009","Malignant tumor of gallbladder","Clinical Finding","Standard","01/31/2002","12/31/2099","1,122","1,493","Condition","SNOMED",""
"","4181354","363451005","Malignant tumor of glans penis","Clinical Finding","Standard","01/31/2002","12/31/2099","186","186","Condition","SNOMED",""
"","4092211","187841006","Malignant tumor of glottis","Clinical Finding","Standard","01/31/2002","12/31/2099","387","387","Condition","SNOMED",""
"","4149838","269460009","Malignant tumor of greater curve of stomach","Clinical Finding","Standard","01/31/2002","12/31/2099","40","40","Condition","SNOMED",""
"","4178963","363382005","Malignant tumor of gum","Clinical Finding","Standard","01/31/2002","12/31/2099","84","135","Condition","SNOMED",""
"","4180787","363387004","Malignant tumor of hard palate","Clinical Finding","Standard","01/31/2002","12/31/2099","105","105","Condition","SNOMED",""
"","4114222","255056009","Malignant tumor of head and neck","Clinical Finding","Standard","01/31/2002","12/31/2099","1,074","52,079","Condition","SNOMED",""
"","4178967","363419009","Malignant tumor of head of pancreas","Clinical Finding","Standard","01/31/2002","12/31/2099","1,160","1,160","Condition","SNOMED",""
"","4180796","363435002","Malignant tumor of heart","Clinical Finding","Standard","01/31/2002","12/31/2099","10","43","Condition","SNOMED",""
"","4180791","363407001","Malignant tumor of hepatic flexure","Clinical Finding","Standard","01/31/2002","12/31/2099","645","645","Condition","SNOMED",""
"","4181342","363399006","Malignant tumor of hypopharynx","Clinical Finding","Standard","01/31/2002","12/31/2099","777","965","Condition","SNOMED",""
"","4091493","188286001","Malignant tumor of hypothalamus","Clinical Finding","Standard","01/31/2002","12/31/2099","6","100","Condition","SNOMED",""
"","440037","363405009","Malignant tumor of ileum","Clinical Finding","Standard","01/31/2002","12/31/2099","129","135","Condition","SNOMED",""
"","4112598","254503007","Malignant tumor of inferior surface of soft palate","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4110434","254478004","Malignant tumor of inferior turbinate","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4110566","254520006","Malignant tumor of infrahyoid epiglottis","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","443398","363508008","Malignant tumor of intestine","Clinical Finding","Standard","01/31/2002","12/31/2099","38,502","135,607","Condition","SNOMED",""
"","4095762","188264002","Malignant tumor of iris","Clinical Finding","Standard","01/31/2002","12/31/2099","20","20","Condition","SNOMED",""
"","4095437","187794005","Malignant tumor of Islets of Langerhans","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","443385","363404008","Malignant tumor of jejunum","Clinical Finding","Standard","01/31/2002","12/31/2099","76","76","Condition","SNOMED",""
"","4089526","187644001","Malignant tumor of junctional zone of tongue","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","196653","363518003","Malignant tumor of kidney","Clinical Finding","Standard","01/31/2002","12/31/2099","2,892","8,063","Condition","SNOMED",""
"","4091485","188250002","Malignant tumor of kidney parenchyma","Clinical Finding","Standard","01/31/2002","12/31/2099","3,300","3,701","Condition","SNOMED",""
"","4089520","187622006","Malignant tumor of labial mucosa","Clinical Finding","Standard","01/31/2002","12/31/2099","18","32","Condition","SNOMED",""
"","4094020","280959007","Malignant tumor of lacrimal drainage structure","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4092530","188272000","Malignant tumor of lacrimal gland","Clinical Finding","Standard","01/31/2002","12/31/2099","10","10","Condition","SNOMED",""
"","443396","363510005","Malignant tumor of large intestine","Clinical Finding","Standard","01/31/2002","12/31/2099","0","94,496","Condition","SNOMED",""
"","4181349","363431006","Malignant tumor of laryngeal cartilage","Clinical Finding","Standard","01/31/2002","12/31/2099","93","220","Condition","SNOMED",""
"","4110567","254526000","Malignant tumor of laryngeal ventricle","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4178968","363429002","Malignant tumor of larynx","Clinical Finding","Standard","01/31/2002","12/31/2099","3,777","5,710","Condition","SNOMED",""
"","4089530","187653008","Malignant tumor of lateral floor of mouth","Clinical Finding","Standard","01/31/2002","12/31/2099","6","6","Condition","SNOMED",""
"","4111022","255075004","Malignant tumor of lateral nasal wall","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4177103","363398003","Malignant tumor of lateral wall of nasopharynx","Clinical Finding","Standard","01/31/2002","12/31/2099","7","7","Condition","SNOMED",""
"","4149837","269459004","Malignant tumor of lesser curve of stomach","Clinical Finding","Standard","01/31/2002","12/31/2099","102","102","Condition","SNOMED",""
"","4180783","363377003","Malignant tumor of lingual tonsil","Clinical Finding","Standard","01/31/2002","12/31/2099","132","132","Condition","SNOMED",""
"","4180779","363348004","Malignant tumor of lip","Clinical Finding","Standard","01/31/2002","12/31/2099","332","672","Condition","SNOMED",""
"","4170451","275399006","Malignant tumor of lipstick area of lip","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4090227","187660002","Malignant tumor of lower buccal sulcus","Clinical Finding","Standard","01/31/2002","12/31/2099","7","7","Condition","SNOMED",""
"","4181335","363384006","Malignant tumor of lower gingiva","Clinical Finding","Standard","01/31/2002","12/31/2099","32","32","Condition","SNOMED",""
"","4150793","271568003","Malignant tumor of lower labial mucosa","Clinical Finding","Standard","01/31/2002","12/31/2099","14","14","Condition","SNOMED",""
"","4090229","187662005","Malignant tumor of lower labial sulcus","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4177242","363504005","Malignant tumor of lower limb","Clinical Finding","Standard","01/31/2002","12/31/2099","71","2,149","Condition","SNOMED",""
"","4089656","187727005","Malignant tumor of lower third of esophagus","Clinical Finding","Standard","01/31/2002","12/31/2099","591","906","Condition","SNOMED",""
"","443388","363358000","Malignant tumor of lung","Clinical Finding","Standard","01/31/2002","12/31/2099","37,910","92,911","Condition","SNOMED",""
"","4110587","254625005","Malignant tumor of lung parenchyma","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4147164","269475001","Malignant tumor of lymphoid hemopoietic and related tissue","Clinical Finding","Standard","01/31/2002","12/31/2099","2,331","105,181","Condition","SNOMED",""
"","4181333","363378008","Malignant tumor of major salivary gland","Clinical Finding","Standard","01/31/2002","12/31/2099","193","1,179","Condition","SNOMED",""
"","4181487","363515000","Malignant tumor of male genital organ","Clinical Finding","Standard","01/31/2002","12/31/2099","590","133,234","Condition","SNOMED",""
"","4181346","363424007","Malignant tumor of mastoid air cells","Clinical Finding","Standard","01/31/2002","12/31/2099","6","31","Condition","SNOMED",""
"","4181347","363425008","Malignant tumor of maxillary sinus","Clinical Finding","Standard","01/31/2002","12/31/2099","111","111","Condition","SNOMED",""
"","4094863","187752007","Malignant tumor of Meckel's diverticulum","Clinical Finding","Standard","01/31/2002","12/31/2099","6","6","Condition","SNOMED",""
"","4181484","363494000","Malignant tumor of mediastinum","Clinical Finding","Standard","01/31/2002","12/31/2099","65","717","Condition","SNOMED",""
"","4177240","363497007","Malignant tumor of meninges","Clinical Finding","Standard","01/31/2002","12/31/2099","35","92","Condition","SNOMED",""
"","4116069","254824006","Malignant tumor of mesothelial tissue","Clinical Finding","Standard","01/31/2002","12/31/2099","10","1,536","Condition","SNOMED",""
"","4178957","363359008","Malignant tumor of middle ear","Clinical Finding","Standard","01/31/2002","12/31/2099","0","1,430","Condition","SNOMED",""
"","4149839","269463006","Malignant tumor of middle ear and mastoid","Clinical Finding","Standard","01/31/2002","12/31/2099","0","25","Condition","SNOMED",""
"","4092060","187726001","Malignant tumor of middle third of esophagus","Clinical Finding","Standard","01/31/2002","12/31/2099","91","91","Condition","SNOMED",""
"","4112593","254481009","Malignant tumor of middle turbinate","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4180909","363485006","Malignant tumor of minor salivary gland","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4177239","363495004","Malignant tumor of muscle","Clinical Finding","Standard","01/31/2002","12/31/2099","0","6","Condition","SNOMED",""
"","4180798","363437005","Malignant tumor of myocardium","Clinical Finding","Standard","01/31/2002","12/31/2099","26","26","Condition","SNOMED",""
"","4177107","363422006","Malignant tumor of nasal cavity","Clinical Finding","Standard","01/31/2002","12/31/2099","210","1,627","Condition","SNOMED",""
"","4116237","255074000","Malignant tumor of nasal cavity and nasopharynx","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4177108","363423001","Malignant tumor of nasal septum","Clinical Finding","Standard","01/31/2002","12/31/2099","21","21","Condition","SNOMED",""
"","4181486","363506007","Malignant tumor of nasal sinuses","Clinical Finding","Standard","01/31/2002","12/31/2099","0","1,593","Condition","SNOMED",""
"","4112589","254474002","Malignant tumor of nasal skeleton","Clinical Finding","Standard","01/31/2002","12/31/2099","0","8","Condition","SNOMED",""
"","4092210","187831008","Malignant tumor of nasal vestibule","Clinical Finding","Standard","01/31/2002","12/31/2099","12","12","Condition","SNOMED",""
"","4095312","187692001","Malignant tumor of nasopharynx","Clinical Finding","Standard","01/31/2002","12/31/2099","506","684","Condition","SNOMED",""
"","4178979","363489000","Malignant tumor of neck","Clinical Finding","Standard","01/31/2002","12/31/2099","198","11,900","Condition","SNOMED",""
"","4298847","402876004","Malignant tumor of nerve sheath origin","Clinical Finding","Standard","07/31/2003","12/31/2099","0","34","Condition","SNOMED",""
"","4114198","254969001","Malignant tumor of olfactory tract","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4092058","187698002","Malignant tumor of opening of auditory tube","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4180912","363498002","Malignant tumor of optic nerve","Clinical Finding","Standard","01/31/2002","12/31/2099","7","7","Condition","SNOMED",""
"","4116215","254972008","Malignant tumor of optic nerve and sheath","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4114199","254974009","Malignant tumor of optic nerve sheath","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","25189","363505006","Malignant tumor of oral cavity","Clinical Finding","Standard","01/31/2002","12/31/2099","621","6,508","Condition","SNOMED",""
"","4180906","363462005","Malignant tumor of orbit","Clinical Finding","Standard","01/31/2002","12/31/2099","33","72","Condition","SNOMED",""
"","4181338","363392002","Malignant tumor of oropharynx","Clinical Finding","Standard","01/31/2002","12/31/2099","815","3,714","Condition","SNOMED",""
"","4181351","363443007","Malignant tumor of ovary","Clinical Finding","Standard","01/31/2002","12/31/2099","19,124","19,250","Condition","SNOMED",""
"","4178964","363390005","Malignant tumor of palate","Clinical Finding","Standard","01/31/2002","12/31/2099","66","487","Condition","SNOMED",""
"","4180793","363418001","Malignant tumor of pancreas","Clinical Finding","Standard","01/31/2002","12/31/2099","16,493","18,759","Condition","SNOMED",""
"","4094866","187793004","Malignant tumor of pancreatic duct","Clinical Finding","Standard","01/31/2002","12/31/2099","257","755","Condition","SNOMED",""
"","4111797","254530002","Malignant tumor of parapharyngeal space","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4181483","363481002","Malignant tumor of parathyroid gland","Clinical Finding","Standard","01/31/2002","12/31/2099","55","55","Condition","SNOMED",""
"","4180905","363460002","Malignant tumor of paraurethral gland","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4180784","363379000","Malignant tumor of parotid gland","Clinical Finding","Standard","01/31/2002","12/31/2099","874","874","Condition","SNOMED",""
"","4177236","363484005","Malignant tumor of pelvis","Clinical Finding","Standard","01/31/2002","12/31/2099","74","245,584","Condition","SNOMED",""
"","4095758","188253000","Malignant tumor of pelviureteric junction","Clinical Finding","Standard","01/31/2002","12/31/2099","7","7","Condition","SNOMED",""
"","4181488","363516004","Malignant tumor of penis","Clinical Finding","Standard","01/31/2002","12/31/2099","281","605","Condition","SNOMED",""
"","4112974","254986007","Malignant tumor of peripheral nerve","Clinical Finding","Standard","01/31/2002","12/31/2099","0","115","Condition","SNOMED",""
"","443400","363492001","Malignant tumor of peritoneum","Clinical Finding","Standard","01/31/2002","12/31/2099","12,515","13,667","Condition","SNOMED",""
"","4089665","187801002","Malignant tumor of peritoneum and retroperitoneum","Clinical Finding","Standard","01/31/2002","12/31/2099","154","186","Condition","SNOMED",""
"","4092057","187697007","Malignant tumor of pharyngeal recess","Clinical Finding","Standard","01/31/2002","12/31/2099","67","67","Condition","SNOMED",""
"","4177243","363507003","Malignant tumor of pharynx","Clinical Finding","Standard","01/31/2002","12/31/2099","389","5,912","Condition","SNOMED",""
"","4178977","363483004","Malignant tumor of pineal gland","Clinical Finding","Standard","01/31/2002","12/31/2099","32","32","Condition","SNOMED",""
"","4111029","255112006","Malignant tumor of pituitary and hypothalamus","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4177235","363482009","Malignant tumor of pituitary gland","Clinical Finding","Standard","01/31/2002","12/31/2099","75","94","Condition","SNOMED",""
"","4180795","363433009","Malignant tumor of pleura","Clinical Finding","Standard","01/31/2002","12/31/2099","288","1,860","Condition","SNOMED",""
"","4177104","363400004","Malignant tumor of postcricoid region","Clinical Finding","Standard","01/31/2002","12/31/2099","31","31","Condition","SNOMED",""
"","4110562","254513004","Malignant tumor of posterior commissure","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4110435","254484001","Malignant tumor of posterior margin of nasal septum and choanae","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4116339","303012000","Malignant tumor of posterior wall of hypopharynx","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4094722","187693006","Malignant tumor of posterior wall of nasopharynx","Clinical Finding","Standard","01/31/2002","12/31/2099","16","104","Condition","SNOMED",""
"","4094721","187688008","Malignant tumor of posterior wall of oropharynx","Clinical Finding","Standard","01/31/2002","12/31/2099","10","10","Condition","SNOMED",""
"","4163261","399068003","Malignant tumor of prostate","Clinical Finding","Standard","07/31/2003","12/31/2099","126,067","126,475","Condition","SNOMED",""
"","4092061","187740000","Malignant tumor of pyloric antrum","Clinical Finding","Standard","01/31/2002","12/31/2099","137","137","Condition","SNOMED",""
"","4095317","187736009","Malignant tumor of pylorus","Clinical Finding","Standard","01/31/2002","12/31/2099","118","118","Condition","SNOMED",""
"","4180789","363401000","Malignant tumor of pyriform fossa","Clinical Finding","Standard","01/31/2002","12/31/2099","142","142","Condition","SNOMED",""
"","4180792","363414004","Malignant tumor of rectosigmoid junction","Clinical Finding","Standard","01/31/2002","12/31/2099","1,216","2,261","Condition","SNOMED",""
"","443390","363351006","Malignant tumor of rectum","Clinical Finding","Standard","01/31/2002","12/31/2099","18,560","33,090","Condition","SNOMED",""
"","4095757","188252005","Malignant tumor of renal calyx","Clinical Finding","Standard","01/31/2002","12/31/2099","54","54","Condition","SNOMED",""
"","4181357","363457009","Malignant tumor of renal pelvis","Clinical Finding","Standard","01/31/2002","12/31/2099","682","689","Condition","SNOMED",""
"","4178973","363465007","Malignant tumor of retina","Clinical Finding","Standard","01/31/2002","12/31/2099","37","37","Condition","SNOMED",""
"","4178965","363391009","Malignant tumor of retromolar area","Clinical Finding","Standard","01/31/2002","12/31/2099","110","110","Condition","SNOMED",""
"","4116235","255072001","Malignant tumor of salivary gland","Clinical Finding","Standard","01/31/2002","12/31/2099","0","1,179","Condition","SNOMED",""
"","4178971","363454002","Malignant tumor of scrotum","Clinical Finding","Standard","01/31/2002","12/31/2099","28","28","Condition","SNOMED",""
"","4095753","188234005","Malignant tumor of seminal vesicle","Clinical Finding","Standard","01/31/2002","12/31/2099","23","23","Condition","SNOMED",""
"","443381","363410008","Malignant tumor of sigmoid colon","Clinical Finding","Standard","01/31/2002","12/31/2099","6,769","9,030","Condition","SNOMED",""
"","4112871","254908006","Malignant tumor of skin of penis","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4173358","276750003","Malignant tumor of skin with pilar differentiation","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","443397","363509000","Malignant tumor of small intestine","Clinical Finding","Standard","01/31/2002","12/31/2099","1,116","2,427","Condition","SNOMED",""
"","4181336","363388009","Malignant tumor of soft palate","Clinical Finding","Standard","01/31/2002","12/31/2099","261","309","Condition","SNOMED",""
"","4179094","363496003","Malignant tumor of soft tissue of abdomen","Clinical Finding","Standard","01/31/2002","12/31/2099","0","13,839","Condition","SNOMED",""
"","4149450","310526005","Malignant tumor of soft tissue of back","Clinical Finding","Standard","01/31/2002","12/31/2099","0","12","Condition","SNOMED",""
"","4180902","363440005","Malignant tumor of soft tissue of face","Clinical Finding","Standard","01/31/2002","12/31/2099","119","2,236","Condition","SNOMED",""
"","4181350","363439008","Malignant tumor of soft tissue of head","Clinical Finding","Standard","01/31/2002","12/31/2099","105","8,608","Condition","SNOMED",""
"","4118989","302816009","Malignant tumor of soft tissue of head, face and neck","Clinical Finding","Standard","01/31/2002","12/31/2099","66","9,719","Condition","SNOMED",""
"","4181329","363364007","Malignant tumor of soft tissue of hip","Clinical Finding","Standard","01/31/2002","12/31/2099","0","7","Condition","SNOMED",""
"","4180903","363441009","Malignant tumor of soft tissue of neck","Clinical Finding","Standard","01/31/2002","12/31/2099","75","256","Condition","SNOMED",""
"","4178958","363366009","Malignant tumor of soft tissue of pelvis","Clinical Finding","Standard","01/31/2002","12/31/2099","14","59","Condition","SNOMED",""
"","4180781","363363001","Malignant tumor of soft tissue of shoulder","Clinical Finding","Standard","01/31/2002","12/31/2099","0","20","Condition","SNOMED",""
"","4181330","363365008","Malignant tumor of soft tissue of thorax","Clinical Finding","Standard","01/31/2002","12/31/2099","9","257","Condition","SNOMED",""
"","4157319","372011009","Malignant tumor of soft tissue of upper limb","Clinical Finding","Standard","07/31/2002","12/31/2099","0","660","Condition","SNOMED",""
"","4181356","363453008","Malignant tumor of spermatic cord","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4177110","363428005","Malignant tumor of sphenoid sinus","Clinical Finding","Standard","01/31/2002","12/31/2099","18","18","Condition","SNOMED",""
"","4177234","363475005","Malignant tumor of spinal cord","Clinical Finding","Standard","01/31/2002","12/31/2099","140","815","Condition","SNOMED",""
"","4309851","424549003","Malignant tumor of spinal cord, extramedullary","Clinical Finding","Standard","01/31/2007","12/31/2099","0","0","Condition","SNOMED",""
"","4312640","424334007","Malignant tumor of spinal cord, intramedullary","Clinical Finding","Standard","01/31/2007","12/31/2099","0","0","Condition","SNOMED",""
"","4112973","254983004","Malignant tumor of spinal nerve and sheath","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4180913","363499005","Malignant tumor of spleen","Clinical Finding","Standard","01/31/2002","12/31/2099","32","61","Condition","SNOMED",""
"","4181344","363413005","Malignant tumor of splenic flexure","Clinical Finding","Standard","01/31/2002","12/31/2099","410","410","Condition","SNOMED",""
"","443387","363349007","Malignant tumor of stomach","Clinical Finding","Standard","01/31/2002","12/31/2099","13,243","14,782","Condition","SNOMED",""
"","4177111","363430007","Malignant tumor of subglottis","Clinical Finding","Standard","01/31/2002","12/31/2099","41","41","Condition","SNOMED",""
"","4180785","363381003","Malignant tumor of sublingual gland","Clinical Finding","Standard","01/31/2002","12/31/2099","10","10","Condition","SNOMED",""
"","22557","363380002","Malignant tumor of submandibular gland","Clinical Finding","Standard","01/31/2002","12/31/2099","102","102","Condition","SNOMED",""
"","4092212","187842004","Malignant tumor of supraglottis","Clinical Finding","Standard","01/31/2002","12/31/2099","717","1,285","Condition","SNOMED",""
"","4110565","254517003","Malignant tumor of suprahyoid epiglottis","Clinical Finding","Standard","01/31/2002","12/31/2099","0","0","Condition","SNOMED",""
"","4095436","187792009","Malignant tumor of tail of pancreas","Clinical Finding","Standard","01/31/2002","12/31/2099","195","195","Condition","SNOMED",""
